time,values
1636436700000,2.186
1636437600000,2.1740000000000004
1636438500000,2.1734999999999998
1636439400000,2.181
1636440300000,2.176
1636441200000,2.1875
1636442100000,2.199
1636443000000,2.2265
1636443900000,2.2355
1636444800000,2.2515
1636445700000,2.2729999999999997
1636446600000,2.276
1636447500000,2.2880000000000003
1636448400000,2.2725
1636449300000,2.2729999999999997
1636450200000,2.271
1636451100000,2.2545
1636452000000,2.261
1636452900000,2.2744999999999997
1636453800000,2.2705
1636454700000,2.2695
1636455600000,2.295
1636456500000,2.3255
1636457400000,2.298
1636458300000,2.2885
1636459200000,2.2874999999999996
1636460100000,2.269
1636461000000,2.2895000000000003
1636461900000,2.284
1636462800000,2.285
1636463700000,2.293
1636464600000,2.3085
1636465500000,2.3155
1636466400000,2.33
1636467300000,2.357
1636468200000,2.3609999999999998
1636469100000,2.3520000000000003
1636470000000,2.3040000000000003
1636470900000,2.31
1636471800000,2.301
1636472700000,2.283
1636473600000,2.26
1636474500000,2.247
1636475400000,2.2720000000000002
1636476300000,2.2675
1636477200000,2.247
1636478100000,2.2475
1636479000000,2.2705
1636479900000,2.28
1636480800000,2.2885
1636481700000,2.307
1636482600000,2.308
1636483500000,2.291
1636484400000,2.279
1636485300000,2.2800000000000002
1636486200000,2.2945
1636487100000,2.3125
1636488000000,2.2965
1636488900000,2.2925
1636489800000,2.3049999999999997
1636490700000,2.3055000000000003
1636491600000,2.2995
1636492500000,2.287
1636493400000,2.278
1636494300000,2.2809999999999997
1636495200000,2.286
1636496100000,2.2765
1636497000000,2.274
1636497900000,2.291
1636498800000,2.2965
1636499700000,2.3025
1636500600000,2.282
1636501500000,2.2735
1636502400000,2.2735000000000003
1636503300000,2.2880000000000003
1636504200000,2.3040000000000003
1636505100000,2.275
1636506000000,2.2720000000000002
1636506900000,2.2645
1636507800000,2.2395
1636508700000,2.2385
1636509600000,2.2439999999999998
1636510500000,2.2465
1636511400000,2.242
1636512300000,2.238
1636513200000,2.2255000000000003
1636514100000,2.213
1636515000000,2.2110000000000003
1636515900000,2.2039999999999997
1636516800000,2.2
1636517700000,2.2115
1636518600000,2.225
1636519500000,2.2295
1636520400000,2.221
1636521300000,2.2199999999999998
1636522200000,2.2215
1636523100000,2.2095000000000002
1636524000000,2.2119999999999997
1636524900000,2.2155
1636525800000,2.2155
1636526700000,2.2279999999999998
1636527600000,2.234
1636528500000,2.2380000000000004
1636529400000,2.2385
1636530300000,2.2315
1636531200000,2.2300000000000004
1636532100000,2.2365
1636533000000,2.2355
1636533900000,2.2255000000000003
1636534800000,2.2235
1636535700000,2.2165
1636536600000,2.2295
1636537500000,2.235
1636538400000,2.2315
1636539300000,2.2335000000000003
1636540200000,2.2359999999999998
1636541100000,2.234
1636542000000,2.2375
1636542900000,2.2375
1636543800000,2.2350000000000003
1636544700000,2.2375
1636545600000,2.229
1636546500000,2.2275
1636547400000,2.219
1636548300000,2.208
1636549200000,2.213
1636550100000,2.217
1636551000000,2.2215
1636551900000,2.2424999999999997
1636552800000,2.266
1636553700000,2.266
1636554600000,2.2595
1636555500000,2.26
1636556400000,2.2615
1636557300000,2.2645
1636558200000,2.257
1636559100000,2.254
1636560000000,2.261
1636560900000,2.2729999999999997
1636561800000,2.2625
1636562700000,2.2695
1636563600000,2.268
1636564500000,2.2664999999999997
1636565400000,2.265
1636566300000,2.258
1636567200000,2.249
1636568100000,2.246
1636569000000,2.2409999999999997
1636569900000,2.233
1636570800000,2.234
1636571700000,2.237
1636572600000,2.2255000000000003
1636573500000,2.192
1636574400000,2.1414999999999997
1636575300000,2.1675
1636576200000,2.1710000000000003
1636577100000,2.1254999999999997
1636578000000,2.12
1636578900000,2.0255
1636579800000,2.0545
1636580700000,2.06
1636581600000,2.0545
1636582500000,2.074
1636583400000,2.083
1636584300000,2.109
1636585200000,2.1025
1636586100000,2.0845000000000002
1636587000000,2.08
1636587900000,2.0925000000000002
1636588800000,2.083
1636589700000,2.07
1636590600000,2.0785
1636591500000,2.0965
1636592400000,2.106
1636593300000,2.0940000000000003
1636594200000,2.0860000000000003
1636595100000,2.0895
1636596000000,2.0810000000000004
1636596900000,2.074
1636597800000,2.068
1636598700000,2.0789999999999997
1636599600000,2.0869999999999997
1636600500000,2.0940000000000003
1636601400000,2.0965
1636602300000,2.1015
1636603200000,2.0975
1636604100000,2.092
1636605000000,2.0855
1636605900000,2.0865
1636606800000,2.0995
1636607700000,2.104
1636608600000,2.108
1636609500000,2.1095
1636610400000,2.112
1636611300000,2.1035000000000004
1636612200000,2.1095
1636613100000,2.114
1636614000000,2.127
1636614900000,2.1395
1636615800000,2.1395
1636616700000,2.1435
1636617600000,2.1334999999999997
1636618500000,2.1245000000000003
1636619400000,2.114
1636620300000,2.1275
1636621200000,2.1325
1636622100000,2.1355
1636623000000,2.1470000000000002
1636623900000,2.141
1636624800000,2.1365
1636625700000,2.1275
1636626600000,2.1265
1636627500000,2.1265
1636628400000,2.12
1636629300000,2.1254999999999997
1636630200000,2.121
1636631100000,2.12
1636632000000,2.12
1636632900000,2.1095
1636633800000,2.0955000000000004
1636634700000,2.1014999999999997
1636635600000,2.1029999999999998
1636636500000,2.0970000000000004
1636637400000,2.0970000000000004
1636638300000,2.0975
1636639200000,2.0875
1636640100000,2.083
1636641000000,2.097
1636641900000,2.106
1636642800000,2.092
1636643700000,2.09
1636644600000,2.0810000000000004
1636645500000,2.08
1636646400000,2.0810000000000004
1636647300000,2.088
1636648200000,2.0955
1636649100000,2.098
1636650000000,2.0995
1636650900000,2.098
1636651800000,2.0955
1636652700000,2.0965
1636653600000,2.0895
1636654500000,2.0835
1636655400000,2.079
1636656300000,2.0855
1636657200000,2.0869999999999997
1636658100000,2.088
1636659000000,2.0865
1636659900000,2.0890000000000004
1636660800000,2.088
1636661700000,2.0865
1636662600000,2.0805
1636663500000,2.0835
1636664400000,2.083
1636665300000,2.0869999999999997
1636666200000,2.0905
1636667100000,2.098
1636668000000,2.0940000000000003
1636668900000,2.0945
1636669800000,2.097
1636670700000,2.1025
1636671600000,2.1005000000000003
1636672500000,2.0955
1636673400000,2.086
1636674300000,2.083
1636675200000,2.0774999999999997
1636676100000,2.0815
1636677000000,2.0875
1636677900000,2.084
1636678800000,2.0745
1636679700000,2.054
1636680600000,2.075
1636681500000,2.0835
1636682400000,2.089
1636683300000,2.0940000000000003
1636684200000,2.0885
1636685100000,2.0875
1636686000000,2.0805
1636686900000,2.0745
1636687800000,2.067
1636688700000,2.074
1636689600000,2.0789999999999997
1636690500000,2.0815
1636691400000,2.0865
1636692300000,2.0905
1636693200000,2.086
1636694100000,2.079
1636695000000,2.0759999999999996
1636695900000,2.0695
1636696800000,2.066
1636697700000,2.0675
1636698600000,2.073
1636699500000,2.064
1636700400000,2.057
1636701300000,2.053
1636702200000,2.052
1636703100000,2.0519999999999996
1636704000000,2.0515
1636704900000,2.0575
1636705800000,2.0635000000000003
1636706700000,2.0685000000000002
1636707600000,2.0679999999999996
1636708500000,2.056
1636709400000,2.0435
1636710300000,2.0345
1636711200000,2.021
1636712100000,2.0244999999999997
1636713000000,2.026
1636713900000,2.0185
1636714800000,2.0145
1636715700000,2.021
1636716600000,2.0195
1636717500000,2.0095
1636718400000,2.0145
1636719300000,2.03
1636720200000,2.02
1636721100000,2.016
1636722000000,2.019
1636722900000,2.0140000000000002
1636723800000,2.021
1636724700000,2.0295
1636725600000,2.0385
1636726500000,2.035
1636727400000,2.029
1636728300000,2.027
1636729200000,2.0215
1636730100000,2.0134999999999996
1636731000000,2.013
1636731900000,2.0170000000000003
1636732800000,2.0115
1636733700000,2.0125
1636734600000,2.0
1636735500000,2.0065
